,id,len_description,host_id,host_name,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,latitude,longitude,room_type,bathrooms,bathrooms_text,amenities,price,number_of_reviews
3727,50595299,60,39261437,Ousseynou,100%,94%,"['email', 'phone', 'work_email']",Molenbeek-Saint-Jean,50.85615,4.31487,Entire home/apt,,1 bath,"[""Stove"", ""Long term stays allowed"", ""Washer"", ""Hangers"", ""Central heating"", ""Smoke alarm"", ""Iron"", ""Wifi"", ""Clothing storage: wardrobe"", ""Cooking basics"", ""Mini fridge"", ""Elevator"", ""TV"", ""Microwave"", ""Hot water"", ""First aid kit"", ""Kitchen"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Refrigerator"", ""Dishes and silverware""]",$52.00,30
418,6067867,1000,23082521,Serenia,60%,80%,"['email', 'phone', 'work_email']",Bruxelles,50.84932,4.38031,Private room,,1 bath,"[""Hair dryer"", ""Wifi"", ""Essentials"", ""Long term stays allowed"", ""Washer"", ""Dryer"", ""Hangers"", ""Heating"", ""Lockbox"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics""]",$21.00,12
2120,35297954,1000,57456796,Chris,100%,98%,"['email', 'phone', 'work_email']",Bruxelles,50.84044,4.35679,Private room,,1 private bath,"[""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Washer"", ""Keypad"", ""Hangers"", ""Cable TV"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""TV with standard cable"", ""Wifi"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Crib"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Microwave"", ""Hot water"", ""First aid kit"", ""Lock on bedroom door"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Dryer"", ""Heating"", ""Dishwasher"", ""Shampoo"", ""Refrigerator"", ""Dishes and silverware""]",$102.00,217
3783,50948181,61,17646747,Elias,,100%,"['email', 'phone']",Forest,50.82395,4.33242,Private room,,1 private bath,"[""Stove"", ""Backyard"", ""Coffee maker"", ""Dining table"", ""Long term stays allowed"", ""Cleaning products"", ""Hangers"", ""Oven"", ""Conditioner"", ""Smoke alarm"", ""Iron"", ""Wifi"", ""Bidet"", ""Essentials"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Clothing storage"", ""Room-darkening shades"", ""Dedicated workspace"", ""Cooking basics"", ""Mini fridge"", ""TV"", ""Hot water kettle"", ""Microwave"", ""Bathtub"", ""Hot water"", ""Barbecue utensils"", ""Drying rack for clothing"", ""Freezer"", ""Body soap"", ""Lock on bedroom door"", ""Game console"", ""Kitchen"", ""Bed linens"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Baking sheet"", ""Heating"", ""Dishwasher"", ""Shampoo"", ""Refrigerator"", ""Dishes and silverware"", ""Outdoor shower"", ""Shower gel""]",$35.00,7
4402,54326891,915,440679127,Joelle Et Bernard,100%,73%,"['email', 'phone', 'work_email']",Uccle,50.78235,4.31694,Private room,,1 private bath,"[""Stove"", ""Coffee maker"", ""Outdoor dining area"", ""VEGA body soap"", ""Dining table"", ""Host greets you"", ""Long term stays allowed"", ""Hangers"", ""Central heating"", ""Oven"", ""VEGA shampoo"", ""Toaster"", ""Security cameras on property"", ""Smoke alarm"", ""Shared garden or backyard"", ""Shower gel"", ""Private patio or balcony"", ""Free washer"", ""Wifi"", ""Essentials"", ""Clothing storage: closet"", ""Extra pillows and blankets"", ""Nespresso machine"", ""Room-darkening shades"", ""Free dryer"", ""Cooking basics"", ""Mini fridge"", ""Outdoor furniture"", ""TV"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Microwave"", ""Hot water"", ""Mosquito net"", ""Barbecue utensils"", ""First aid kit"", ""Freezer"", ""Lock on bedroom door"", ""Kitchen"", ""Bed linens"", ""BBQ grill"", ""Hair dryer"", ""Ethernet connection"", ""Wine glasses"", ""EV charger"", ""Free parking on premises"", ""Indoor fireplace"", ""Fire extinguisher"", ""Private entrance"", ""Dishwasher"", ""Refrigerator"", ""Dishes and silverware"", ""Ping pong table""]",$100.00,4
1937,32351092,1000,256800939,Maria Angela,80%,97%,"['email', 'phone', 'work_email']",Anderlecht,50.83818,4.33154,Hotel room,,1 private bath,"[""Long term stays allowed"", ""Hangers"", ""Cable TV"", ""Smoke alarm"", ""Air conditioning"", ""Iron"", ""TV with standard cable"", ""Wifi"", ""Essentials"", ""Pocket wifi"", ""Crib"", ""Elevator"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""First aid kit"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Ethernet connection"", ""Fire extinguisher"", ""Heating"", ""Shampoo""]",$138.00,105
4943,622927823312822049,1000,412891551,Charline,90%,77%,"['email', 'phone']",Molenbeek-Saint-Jean,50.8661,4.33653,Entire home/apt,,1 bath,"[""Coffee maker"", ""BIO body soap"", ""Long term stays allowed"", ""TV with Netflix"", ""Cleaning products"", ""Hangers"", ""Central heating"", ""Oven"", ""Toaster"", ""Smoke alarm"", ""Iron"", ""Pour-over coffee"", ""Wifi"", ""Clothing storage: wardrobe"", ""Essentials"", ""Extra pillows and blankets"", ""BIO shampoo"", ""Washer \u2013\u00a0In unit"", ""Cooking basics"", ""Mini fridge"", ""Hot water kettle"", ""Microwave"", ""Bathtub"", ""Hot water"", ""Drying rack for clothing"", ""First aid kit"", ""Freezer"", ""Free street parking"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Ethernet connection"", ""Wine glasses"", ""Carbon monoxide alarm"", ""BIO conditioner"", ""Baking sheet"", ""Dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Shower gel""]",$65.00,10
5403,666615617796090580,313,468366672,Plange,100%,100%,"['email', 'phone']",Bruxelles,50.83662,4.34261,Private room,,1.5 shared baths,"[""TV"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Kitchen"", ""Smoke alarm"", ""Refrigerator"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Dedicated workspace"", ""Outdoor shower"", ""Paid parking on premises""]",$51.00,24
4936,622084332286480794,500,9782455,Clotilde,,75%,"['email', 'phone']",Watermael-Boitsfort,50.79429,4.40414,Entire home/apt,,1 bath,"[""Hair dryer"", ""TV"", ""Outdoor dining area"", ""Wifi"", ""Free parking on premises"", ""Indoor fireplace"", ""Dedicated workspace"", ""Long term stays allowed"", ""Iron""]",$200.00,2
3976,52083266,461,132434466,Mariam,100%,77%,"['email', 'phone']",Jette,50.87734,4.33416,Private room,,1 shared bath,"[""Hair dryer"", ""Wifi"", ""Indoor fireplace"", ""Fire extinguisher"", ""Long term stays allowed"", ""Washer"", ""Kitchen"", ""Smoke alarm"", ""Dedicated workspace""]",$26.00,10
5970,709246610898377017,459,1291492,Sabine,100%,64%,"['email', 'phone']",Etterbeek,50.837344002071006,4.402995143964604,Private room,,1 private bath,"[""TV"", ""Wifi"", ""Host greets you"", ""Washer"", ""Lock on bedroom door"", ""Dishes and silverware""]",$50.00,1
938,16186182,1000,37018150,Mélanie,100%,67%,"['email', 'phone']",Schaerbeek,50.86502,4.37107,Entire home/apt,,1 bath,"[""Stove"", ""Coffee maker"", ""Outdoor dining area"", ""Single level home"", ""Dining table"", ""Bikes"", ""Long term stays allowed"", ""Cleaning products"", ""Oven"", ""Iron"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Essentials"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Cooking basics"", ""Outdoor furniture"", ""Prise jack pour connecter le portable, lecteur vinyle sound system"", ""Hot water kettle"", ""Bathtub"", ""Hot water"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Kitchen"", ""Bed linens"", ""Fire pit"", ""Hair dryer"", ""BBQ grill"", ""Wine glasses"", ""Heating"", ""Fast wifi \u2013 79 Mbps"", ""Dishwasher"", ""Refrigerator"", ""Dishes and silverware""]",$40.00,4
3248,45796934,615,308290073,Cynthia,100%,86%,"['email', 'phone']",Auderghem,50.81505,4.41592,Entire home/apt,,1 bath,"[""Stove"", ""Coffee maker"", ""Dining table"", ""Long term stays allowed"", ""Washer"", ""Cleaning products"", ""Hangers"", ""Cable TV"", ""Oven"", ""Toaster"", ""Iron"", ""TV with standard cable"", ""Private patio or balcony"", ""Wifi"", ""Essentials"", ""Clothing storage: wardrobe, closet, and dresser"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water kettle"", ""Microwave"", ""Bathtub"", ""Hot water"", ""Drying rack for clothing"", ""First aid kit"", ""Freezer"", ""Free street parking"", ""Kitchen"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher"", ""Refrigerator"", ""Dishes and silverware""]",$80.00,11
636,9587041,715,39944963,Esmara Et Philippe,98%,99%,"['email', 'phone']",Bruxelles,50.84878,4.35356,Entire home/apt,,1 bath,"[""Stove"", ""Coffee maker"", ""Dining table"", ""Long term stays allowed"", ""Keypad"", ""Cleaning products"", ""Hangers"", ""Smoke alarm"", ""Iron"", ""Wifi"", ""Clothing storage: wardrobe"", ""Essentials"", ""Cooking basics"", ""Luggage dropoff allowed"", ""TV"", ""Hot water kettle"", ""Microwave"", ""Hot water"", ""Laundromat nearby"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Wine glasses"", ""Paid parking garage off premises"", ""Radiant heating"", ""Fire extinguisher"", ""Portable fans"", ""Refrigerator"", ""Dishes and silverware"", ""Shower gel""]",$139.00,155
3914,51700591,513,28492477,Aurore,100%,100%,"['email', 'phone']",Ixelles,50.834648,4.369426,Entire home/apt,,1 bath,"[""Coffee maker"", ""Outdoor dining area"", ""Single level home"", ""Dining table"", ""Long term stays allowed"", ""Cleaning products"", ""Hangers"", ""Central heating"", ""Babysitter recommendations"", ""Oven"", ""Toaster"", ""Smoke alarm"", ""Iron"", ""Crib - available upon request"", ""Trash compactor"", ""Wifi"", ""Private fenced garden or backyard"", ""Free washer \u2013 In unit"", ""Safe"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Nespresso machine"", ""Clothing storage"", ""Room-darkening shades"", ""Cooking basics"", ""Mini fridge"", ""Outdoor furniture"", ""Hot water kettle"", ""Hot water"", ""First aid kit"", ""Freezer"", ""Body soap"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Portable fans"", ""Private entrance"", ""Dishwasher"", ""Shampoo"", ""Refrigerator"", ""Paid parking on premises"", ""Dishes and silverware"", ""Shower gel""]",$80.00,8
3787,50954948,345,412093015,Salma,100%,100%,['phone'],Berchem-Sainte-Agathe,50.8667,4.30368,Entire home/apt,,1 bath,"[""Hair dryer"", ""TV"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Wifi"", ""Free parking on premises"", ""Host greets you"", ""Fire extinguisher"", ""Long term stays allowed"", ""Heating"", ""First aid kit"", ""Kitchen"", ""Smoke alarm"", ""Refrigerator"", ""Shared patio or balcony"", ""Dishes and silverware"", ""Iron"", ""Outdoor shower""]",$81.00,38
4240,53526819,1000,19427428,Sweet Inn,100%,99%,"['email', 'phone']",Bruxelles,50.84603,4.38544,Entire home/apt,,1 bath,"[""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Hangers"", ""Fast wifi \u2013 268 Mbps"", ""Smoke alarm"", ""Iron"", ""Essentials"", ""Dedicated workspace"", ""Elevator"", ""TV"", ""Microwave"", ""Hot water"", ""Smart lock"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Private entrance"", ""Heating"", ""Dishwasher"", ""Shampoo"", ""Refrigerator"", ""Oven""]",$137.00,2
595,8701704,1000,4379081,Corado,100%,78%,"['email', 'phone']",Bruxelles,50.84488,4.3772,Entire home/apt,,1 bath,"[""Stove"", ""Coffee maker"", ""Dining table"", ""Host greets you"", ""Long term stays allowed"", ""Cleaning products"", ""Hangers"", ""Oven"", ""Conditioner"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Paid parking lot off premises"", ""Iron"", ""Private patio or balcony"", ""Wifi"", ""Essentials"", ""Clothing storage: closet"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Free dryer \u2013 In building"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Microwave"", ""Hot water"", ""Laundromat nearby"", ""Drying rack for clothing"", ""First aid kit"", ""Freezer"", ""Body soap"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Ethernet connection"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Portable fans"", ""Private entrance"", ""Heating"", ""Shampoo"", ""Refrigerator"", ""Dishes and silverware"", ""Shower gel""]",$71.00,56
5365,663887347911046179,1000,419323526,Edith,,,"['email', 'phone']",Ixelles,50.82350010402218,4.36236770773697,Entire home/apt,,1 bath,"[""Stove"", ""Coffee maker"", ""Single level home"", ""Dining table"", ""Long term stays allowed"", ""Cleaning products"", ""Hangers"", ""Toaster"", ""Smoke alarm"", ""Iron"", ""Wifi"", ""Essentials"", ""Nespresso machine"", ""Dishes and silverware"", ""Cooking basics"", ""TV"", ""Hot water kettle"", ""Hot water"", ""Freezer"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Wine glasses"", ""Heating"", ""Shampoo"", ""Refrigerator"", ""Oven"", ""Shower gel"", ""Clothing storage: walk-in closet""]",$122.00,0
1319,22114824,227,124260340,Juliette,,,"['email', 'phone']",Saint-Gilles,50.8283,4.34153,Entire home/apt,,1 bath,"[""Stove"", ""TV"", ""Wifi"", ""Essentials"", ""Hot water"", ""Long term stays allowed"", ""Washer"", ""Heating"", ""Hangers"", ""Oven"", ""Free street parking"", ""Kitchen"", ""Refrigerator"", ""Dishes and silverware"", ""Iron"", ""Cooking basics""]",$70.00,19
250,3611366,1000,18197196,Sophie,100%,100%,"['email', 'phone']",Bruxelles,50.84406,4.35333,Hotel room,,1 private bath,"[""Hair dryer"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Keypad"", ""Heating"", ""Long term stays allowed"", ""Hangers"", ""Extra pillows and blankets"", ""Cable TV"", ""TV with standard cable"", ""Shampoo"", ""Breakfast"", ""Pack \u2019n play/Travel crib"", ""Bed linens""]",$150.00,28
1746,29432506,426,140939879,Astrid,100%,96%,"['email', 'phone']",Woluwe-Saint-Lambert,50.8485,4.41974,Private room,,1 shared bath,"[""Stove"", ""Coffee maker"", ""Single level home"", ""Long term stays allowed"", ""Washer"", ""Hangers"", ""Shared patio or balcony"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Paid parking off premises"", ""Essentials"", ""Dishes and silverware"", ""Crib"", ""Cooking basics"", ""TV"", ""Microwave"", ""Free street parking"", ""Kitchen"", ""BBQ grill"", ""Hair dryer"", ""Heating"", ""Dishwasher"", ""Children\u2019s books and toys"", ""Shampoo"", ""Refrigerator"", ""Oven""]",$55.00,24
4633,580154328258451715,266,24147125,Sandra,75%,100%,"['email', 'phone']",Saint-Gilles,50.82704,4.35162,Entire home/apt,,1.5 baths,"[""Outdoor furniture"", ""Outdoor dining area""]",$65.00,0
2829,42359296,388,102877358,Cédric,100%,98%,"['email', 'phone']",Etterbeek,50.83815,4.38207,Entire home/apt,,1 bath,"[""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Hangers"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Iron"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Cooking basics"", ""Microwave"", ""Hot water"", ""First aid kit"", ""Free street parking"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Heating"", ""Shampoo"", ""Refrigerator"", ""Dishes and silverware"", ""Shower gel""]",$76.00,109
1859,31187035,78,233155824,Jean,63%,39%,['phone'],Bruxelles,50.81761,4.37368,Entire home/apt,,2 baths,"[""TV"", ""Wifi"", ""Essentials"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Kitchen"", ""Iron"", ""Elevator""]",$100.00,7
5411,667266780835047232,109,20922149,Thomas,0%,,"['phone', 'work_email']",Bruxelles,50.84550603392806,4.3444099666262135,Entire home/apt,,1 bath,"[""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Smoke alarm"", ""Air conditioning"", ""Outdoor shower""]",$460.00,0
3537,49478785,485,399047249,Alice,100%,100%,"['email', 'phone']",Auderghem,50.78962,4.48533,Entire home/apt,,1 bath,"[""Backyard"", ""Washer"", ""Hangers"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Wifi"", ""Essentials"", ""Dedicated workspace"", ""High chair"", ""Cooking basics"", ""TV"", ""Breakfast"", ""Kitchen"", ""Hair dryer"", ""Free parking on premises"", ""Indoor fireplace"", ""Private entrance"", ""Heating"", ""Dishwasher"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Ping pong table""]",$120.00,3
964,16487274,721,13849472,Matthieu Et Louiza,100%,64%,"['email', 'phone', 'work_email']",Bruxelles,50.85006,4.34436,Entire home/apt,,2 baths,"[""Stove"", ""Coffee maker"", ""Single level home"", ""Host greets you"", ""Long term stays allowed"", ""Washer"", ""Hangers"", ""Cable TV"", ""Babysitter recommendations"", ""Oven"", ""Baby bath"", ""Smoke alarm"", ""Baby monitor"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""TV with standard cable"", ""Private patio or balcony"", ""Wifi"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Pocket wifi"", ""Changing table"", ""Room-darkening shades"", ""Dedicated workspace"", ""High chair"", ""Crib"", ""Cooking basics"", ""Shared fenced garden or backyard"", ""Outdoor furniture"", ""Elevator"", ""Luggage dropoff allowed"", ""Microwave"", ""Bathtub"", ""Hot water"", ""First aid kit"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Ethernet connection"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Private hot tub"", ""Fire extinguisher"", ""Private entrance"", ""Dryer"", ""Heating"", ""Children\u2019s books and toys"", ""Dishwasher"", ""Children\u2019s dinnerware"", ""Shampoo"", ""Refrigerator"", ""Dishes and silverware""]",$550.00,15
1334,22330678,863,28221997,Jasmin,100%,96%,"['email', 'phone']",Etterbeek,50.83886,4.40594,Private room,,1 private bath,"[""Host greets you"", ""Long term stays allowed"", ""Cleaning products"", ""Hangers"", ""Johnson body soap"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Wifi"", ""Bidet"", ""Essentials"", ""Clothing storage: closet"", ""Dedicated workspace"", ""Crib"", ""High chair"", ""Luggage dropoff allowed"", ""Bathtub"", ""Central air conditioning"", ""First aid kit"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Private entrance"", ""Dryer"", ""Heating"", ""Children\u2019s books and toys"", ""Refrigerator"", ""Paid parking on premises""]",$75.00,49
5186,649708330349392138,653,17697401,L Residence,85%,54%,"['email', 'phone']",Etterbeek,50.83678675079643,4.392495749636599,Entire home/apt,,1 bath,"[""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Free parking on premises"", ""Long term stays allowed"", ""Washer"", ""Security cameras on property"", ""Smoke alarm"", ""Paid parking on premises"", ""Kitchen""]",$41.00,0
891,15464097,234,95702719,Tshaka,20%,25%,"['email', 'phone']",Etterbeek,50.82869,4.38297,Private room,,1 bath,"[""Stove"", ""TV"", ""Coffee maker"", ""Wifi"", ""Fire extinguisher"", ""Essentials"", ""Hot water"", ""Heating"", ""Washer"", ""First aid kit"", ""Smoke alarm"", ""Kitchen"", ""Elevator""]",$95.00,37
1303,21879321,569,10032505,Nesrin,100%,100%,"['email', 'phone']",Bruxelles,50.85284,4.36654,Entire home/apt,,1.5 baths,"[""Stove"", ""Coffee maker"", ""Host greets you"", ""Long term stays allowed"", ""Washer"", ""Hangers"", ""Cable TV"", ""Oven"", ""Smoke alarm"", ""Iron"", ""TV with standard cable"", ""Private patio or balcony"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Cooking basics"", ""Elevator"", ""Microwave"", ""Hot water"", ""First aid kit"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Fire extinguisher"", ""Heating"", ""Dishwasher"", ""Shampoo"", ""Refrigerator"", ""Paid parking on premises"", ""Dishes and silverware""]",$81.00,47
3604,49933226,1000,7922860,Andrew,100%,98%,"['email', 'phone', 'work_email']",Bruxelles,50.84627,4.38942,Entire home/apt,,1 bath,"[""Coffee maker"", ""Single level home"", ""Dining table"", ""Long term stays allowed"", ""Cleaning products"", ""Hangers"", ""Cable TV"", ""Free washer \u2013 In building"", ""Toaster"", ""Security cameras on property"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Paid parking lot off premises"", ""Iron"", ""Nectar Beauty  shampoo"", ""Essentials"", ""Fast wifi \u2013 88 Mbps"", ""Clothing storage: closet"", ""Dedicated workspace"", ""Free dryer \u2013 In building"", ""Cooking basics"", ""Elevator"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Microwave"", ""52\"" TV with standard cable"", ""Bathtub"", ""Hot water"", ""Drying rack for clothing"", ""Freezer"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Nectar Beauty body soap"", ""Fire extinguisher"", ""Private entrance"", ""Heating"", ""Dishwasher"", ""Gas stove"", ""Lockbox"", ""Refrigerator"", ""Dishes and silverware"", ""Shower gel""]",$195.00,37
3208,45682820,193,368839651,David,89%,98%,"['email', 'phone']",Saint-Gilles,50.83105,4.35151,Entire home/apt,,1 bath,"[""Coffee maker"", ""Long term stays allowed"", ""Washer"", ""Cleaning before checkout"", ""Hangers"", ""Oven"", ""Conditioner"", ""Smoke alarm"", ""Air conditioning"", ""Iron"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Pocket wifi"", ""Nespresso machine"", ""Room-darkening shades"", ""Crib"", ""High chair"", ""Mini fridge"", ""Elevator"", ""Gym"", ""TV"", ""Luggage dropoff allowed"", ""Microwave"", ""Keurig coffee machine"", ""Hot water"", ""Building staff"", ""First aid kit"", ""Body soap"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Ethernet connection"", ""Ceiling fan"", ""Fire extinguisher"", ""Portable fans"", ""Private entrance"", ""Dryer"", ""Heating"", ""Dishwasher"", ""Shampoo"", ""Refrigerator"", ""Paid parking on premises"", ""Dishes and silverware""]",$79.00,6
5665,685154191525107987,156,172298771,Yann,98%,98%,"['email', 'phone']",Ixelles,50.80162946816931,4.392130047374025,Entire home/apt,,1 bath,"[""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Free parking on premises"", ""Fire extinguisher"", ""Long term stays allowed"", ""Washer"", ""Smoke alarm"", ""Kitchen""]",$133.00,0
1816,30435072,486,62892295,Karima,50%,68%,['phone'],Anderlecht,50.82635,4.2834,Entire home/apt,,1 bath,"[""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Free parking on premises"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Hot water"", ""Long term stays allowed"", ""Heating"", ""Hangers"", ""Kitchen"", ""Shampoo"", ""Iron"", ""Elevator""]",$81.00,27
3750,50734469,60,409998479,Max,75%,64%,"['email', 'phone']",Ixelles,50.83603,4.36107,Entire home/apt,,1 bath,"[""Kitchen"", ""Long term stays allowed"", ""Washer"", ""Smoke alarm""]",$90.00,3
3392,47869935,1000,385865219,Adrian,100%,100%,['phone'],Bruxelles,50.84449,4.35287,Entire home/apt,,1 bath,"[""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Iron"", ""Wifi"", ""Essentials"", ""Clothing storage"", ""Room-darkening shades"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water"", ""Laundromat nearby"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Ethernet connection"", ""Heating"", ""Lockbox"", ""Refrigerator"", ""Dishes and silverware"", ""Shower gel""]",$99.00,77
1419,23719807,432,177780624,Ludwig,100%,98%,"['email', 'phone']",Schaerbeek,50.87805,4.38343,Entire home/apt,,1 bath,"[""Hair dryer"", ""Stove"", ""Microwave"", ""Carbon monoxide alarm"", ""Wifi"", ""Coffee maker"", ""Host greets you"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Heating"", ""Hangers"", ""Extra pillows and blankets"", ""Oven"", ""Shampoo"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Bed linens""]",$71.00,112
26,196623,1000,957771,Sylvain,100%,100%,"['email', 'phone', 'work_email']",Anderlecht,50.84,4.33689,Entire home/apt,,1 bath,"[""Stove"", ""Coffee maker"", ""Host greets you"", ""Long term stays allowed"", ""Washer"", ""Hangers"", ""Cable TV"", ""Smoke alarm"", ""Iron"", ""TV with standard cable"", ""Private patio or balcony"", ""Wifi"", ""Essentials"", ""Dishes and silverware"", ""Dedicated workspace"", ""Cooking basics"", ""Elevator"", ""Outdoor furniture"", ""Microwave"", ""Hot water"", ""Breakfast"", ""Kitchen"", ""Hair dryer"", ""Dryer"", ""Heating"", ""Dishwasher"", ""Refrigerator"", ""Paid parking on premises"", ""Oven""]",$100.00,205
2736,41502224,301,27726246,Marie,50%,100%,['phone'],Uccle,50.81602,4.36757,Entire home/apt,,1.5 baths,"[""Backyard"", ""Coffee maker"", ""Long term stays allowed"", ""Security cameras on property"", ""Smoke alarm"", ""Iron"", ""Wifi"", ""Essentials"", ""Dishes and silverware"", ""Dedicated workspace"", ""Cooking basics"", ""TV"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Private entrance"", ""Heating"", ""Dishwasher"", ""Shampoo"", ""Oven""]",$200.00,0
446,6319050,1000,32037583,Charles Home,100%,100%,"['email', 'phone']",Bruxelles,50.84642,4.35643,Entire home/apt,,2 baths,"[""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Washer"", ""Hangers"", ""Cable TV"", ""Oven"", ""Smoke alarm"", ""Iron"", ""TV with standard cable"", ""Wifi"", ""Paid parking off premises"", ""Essentials"", ""Patio or balcony"", ""Crib"", ""Cooking basics"", ""Elevator"", ""Luggage dropoff allowed"", ""Microwave"", ""Bathtub"", ""Hot water"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Fire extinguisher"", ""Dryer"", ""Heating"", ""Dishwasher"", ""Lockbox"", ""Shampoo"", ""Refrigerator"", ""Dishes and silverware""]",$167.00,23
890,15461318,1000,95550503,Bernard,100%,93%,"['email', 'phone']",Evere,50.86316,4.40523,Private room,,1.5 shared baths,"[""Stove"", ""Backyard"", ""Coffee maker"", ""Host greets you"", ""Paid dryer"", ""Cleaning products"", ""Hangers"", ""Central heating"", ""Oven"", ""Conditioner"", ""Cleaning before checkout"", ""Shared patio or balcony"", ""Iron"", ""Essentials"", ""Extra pillows and blankets"", ""Pocket wifi"", ""Dedicated workspace"", ""Elevator"", ""Microwave"", ""Clothing storage: closet and dresser"", ""Hot water"", ""Portable heater"", ""Drying rack for clothing"", ""HDTV"", ""First aid kit"", ""Body soap"", ""Bed linens"", ""Free parking on premises"", ""Portable fans"", ""Dishwasher"", ""Shampoo"", ""Refrigerator"", ""Dishes and silverware"", ""Paid washer"", ""Shower gel"", ""Fast wifi \u2013 288 Mbps""]",$47.00,22
